id,category,difficulty,stem,opt_a,opt_b,opt_c,opt_d,correct,case,rule_id,prong,explanation,tags,daily_eligible
fqj-010,fqj,3,Why didn't the legal-malpractice claim in Gunn v. Minton qualify for FQJ?,It did not implicate substantial federal interest,No federal patent issue,No state ingredient,Diversity preempted,a,gunn,grable-fqj,embedded-fq,Hypothetical patent question wasn't substantial enough to disturb Congressional balance.,gunn;substantial,false
fqj-011,fqj,3,'Necessarily raised' under Grable means:,Federal issue is essential to plaintiff's pleaded claim,Plaintiff intends to argue federal law,Both parties consent,Defendant raises federal defense,a,grable,grable-fqj,necessarily-raised,Pleading-rules-driven necessity.,grable;necessarily-raised,false
fqj-012,fqj,3,'Actually disputed' under Grable refers to:,Genuine contest about federal-law content,The federal issue is not actually disputed under Grable,Settled federal law,Complete diversity is destroyed by the joinder,a,grable,grable-fqj,actually-disputed,Want federal forum for unsettled federal questions.,grable;disputed,false
fqj-014,fqj,4,'Disturbance of Congressional balance' under Grable looks at:,Constitutional avoidance,All four Grable factors are not satisfied,The Holmes rule places this within § 1331,Impact on federal docket and state-federal balance,d,grable,grable-fqj,balance,Floodgates concern; uniformity vs. federalism.,grable;balance,false
fqj-015,fqj,3,Osborn v. Bank of US held FQJ exists when:,Federal ingredient is part of the case under Article III,States consent,All cases involve federal questions,The Holmes rule places this within § 1331,a,osborn,,fqj-art3,Marshall's broad reading of Article III's federal-question scope.,osborn;article-iii,false
fqj-017,fqj,3,Textile Workers v. Lincoln Mills exemplifies:,Protective jurisdiction or federal common-law authorization,Supplemental jurisdiction under § 1367(a) covers the state claim,Mottley's well-pleaded complaint rule bars federal jurisdiction,Anti-injunction,a,lincoln-mills,,fqj-art3,§ 301 LMRA was held to authorize federal common law of labor contracts.,lincoln-mills;protective,false
fqj-018,fqj,3,Frankfurter's dissent in Lincoln Mills warned:,Federal preemption was complete,Erie required state law,Diversity sufficed,Protective jurisdiction violates Article III,d,lincoln-mills,,fqj-art3,Frankfurter feared end-runs around legislative process via jurisdictional grants.,lincoln-mills;protective,false
fqj-020,fqj,2,§ 1331 codifies which interpretation of arising-under?,Identical to Article III,Broader than Article III,No interpretation,Narrower than Article III,d,mottley,,statutory-grant,"§ 1331 is read narrowly: well-pleaded complaint rule applies, unlike Article III.",section-1331;wpc,false
fqj-021,fqj,3,'Protective jurisdiction' is the idea that:,Congress can grant FQJ over state-law cases involving regulated industries,Supplemental jurisdiction under § 1367(a) covers the state claim,Federal interests preempt,States are protected from federal courts,a,lincoln-mills,,fqj-art3,Controversial doctrine endorsed in dicta but not clearly adopted.,protective-jurisdiction,false
fqj-022,fqj,3,Red Cross's 'sue and be sued' clause was held to confer FQJ because:,Owen v. Kroger forbids destruction of complete diversity,Shoshone Mining defeats FQJ even though federal law creates the claim,It explicitly mentioned federal courts,Complete preemption permits removal despite the well-pleaded complaint,c,,,statutory-grant,American Red Cross v. SG (5-4) read 'federal courts' as a separate jurisdictional grant.,red-cross;sue-and-be-sued,false
fqj-025,fqj,3,A plaintiff cannot create FQJ by:,Anticipating a federal defense,Pleading a federal claim,Filing in federal court,Naming a federal defendant,a,mottley,mottley-wpc,well-pleaded,Mottley specifically rejected this maneuver.,mottley;anticipation,false
fqj-028,fqj,3,§ 1367(b) limits supplemental jurisdiction in:,Verlinden-style protective jurisdiction is unavailable,Federal-question cases only,The federal question is insubstantial under Bell v. Hood,Diversity cases against parties joined under FRCP rules that would destroy diversity,d,kroger,sec1367,supplemental,Codifies Owen v. Kroger limit.,section-1367;diversity,false
fqj-034,fqj,3,A plaintiff in federal court who omits a closely related state claim:,Has automatic supplemental,Can always refile,Risks res judicata barring it later,Files in state court,c,gibbs,,supplemental,Strategic risk: claim splitting risks preclusion.,gibbs;preclusion,false
fqj-035,fqj,3,Gibbs's discretionary factors include:,Complete preemption permits removal despite the well-pleaded complaint,Complete diversity is destroyed by the joinder,Federal preemption,"Judicial economy, convenience, fairness, comity",d,gibbs,gibbs-supp,supplemental,Gibbs discretionary test now in § 1367(c).,gibbs;factors,false
fqj-036,fqj,4,'Hypo: Federal claim dismissed at pleading; state claims remain.' Most likely:,Mandatory retention,District court declines supplemental under § 1367(c),Supplemental jurisdiction under § 1367(a) covers the state claim,Remand to state court,b,,sec1367,supplemental,Common practice: remand or dismiss without prejudice when federal anchor is gone.,hypo;section-1367,false
fqj-037,fqj,3,Removal under 28 U.S.C. § 1441 requires:,State court permission,Original federal jurisdiction in the case,Plaintiff agreement,Defendant consent only,b,,,removal,Removal generally requires the case have been originally filed in federal court.,removal;section-1441,false
fqj-038,fqj,3,The 'well-pleaded complaint' rule applies to:,Diversity removal,Complete diversity is destroyed by the joinder,Federal-question removal,Owen v. Kroger forbids destruction of complete diversity,c,mottley,mottley-wpc,removal,Federal-question removal under § 1441 incorporates the WPC rule.,removal;wpc,false
fqj-041,fqj,2,The amount-in-controversy threshold for diversity is:,The federal question is insubstantial under Bell v. Hood,"$75,000",Complete preemption permits removal despite the well-pleaded complaint,All four Grable factors are not satisfied,b,,,diversity,§ 1332(a) threshold.,diversity;amount,false
fqj-043,fqj,3,'Substantial' under Grable looks at:,Federal issue's importance to system as a whole,Complete preemption permits removal despite the well-pleaded complaint,The Holmes rule places this within § 1331,Plaintiff's harm,a,grable,grable-fqj,substantial,"Importance to federal interests in uniformity, esp. against the government.",grable;substantial,false
fqj-044,fqj,3,Empire HealthChoice v. McVeigh refused FQJ because:,Mottley's well-pleaded complaint rule bars federal jurisdiction,§ 1367(b) bars supplemental jurisdiction in this diversity posture,State contract claim with merely background federal element,Federal preemption,c,,,embedded-fq,Modern Grable application: not all federal interests are substantial.,empire;substantial,false
fqj-045,fqj,4,'Hypo: Plaintiff sues in state court alleging federal claim plus state claims.' Defendant's removal options:,Cannot remove FELA,Cannot remove diversity cases,Cannot remove if state claims dominate,Remove under § 1441 if federal claim is well pleaded,d,mottley,,removal,§ 1441 permits removal when there is a well-pleaded federal claim.,hypo;removal,false
fqj-049,fqj,3,A corporation's PPB after Hertz v. Friend is:,Its 'nerve center',State of incorporation,State of largest employee count,Owen v. Kroger forbids destruction of complete diversity,a,,,diversity,Hertz: nerve center test for PPB.,diversity;hertz;ppb,false
fqj-050,fqj,3,'Federal officer removal' is governed by:,Owen v. Kroger forbids destruction of complete diversity,§ 1442,Supplemental jurisdiction under § 1367(a) covers the state claim,Complete preemption permits removal despite the well-pleaded complaint,b,,,removal,§ 1442 allows removal by federal officers sued for acts under color of office.,section-1442;federal-officer,false
fqj-051,fqj,3,'Constitutional Article III FQJ' under Osborn requires:,A federal ingredient that may be the basis for relief,Mottley well-pleaded complaint,The Holmes rule places this within § 1331,The federal question is insubstantial under Bell v. Hood,a,osborn,,fqj-art3,Marshall's Osborn dicta is much broader than § 1331.,osborn;article-iii,false
fqj-052,fqj,4,'Hypo: State-law tort case turns on whether federal regulation preempts.' FQJ analysis:,Likely no FQJ; federal-law defense doesn't satisfy WPC,Supplemental jurisdiction under § 1367(a) covers the state claim,Mottley's well-pleaded complaint rule bars federal jurisdiction,Complete diversity is destroyed by the joinder,a,mottley,mottley-wpc,well-pleaded,Preemption is a federal defense; doesn't supply FQJ on plaintiff's side.,hypo;preemption,false
