id,category,difficulty,stem,opt_a,opt_b,opt_c,opt_d,correct,case,rule_id,prong,explanation,tags,daily_eligible
fqj-010,fqj,3,Why didn't the legal-malpractice claim in Gunn v. Minton qualify for FQJ?,No federal patent issue,No state ingredient,Diversity preempted,It did not implicate substantial federal interest,d,gunn,grable-fqj,embedded-fq,Hypothetical patent question wasn't substantial enough to disturb Congressional balance.,gunn;substantial,false
fqj-011,fqj,3,'Necessarily raised' under Grable means:,Both parties consent,Defendant raises federal defense,Plaintiff intends to argue federal law,Federal issue is essential to plaintiff's pleaded claim,d,grable,grable-fqj,necessarily-raised,Pleading-rules-driven necessity.,grable;necessarily-raised,false
fqj-012,fqj,3,'Actually disputed' under Grable refers to:,Complete diversity is destroyed by the joinder,Genuine contest about federal-law content,Settled federal law,The federal issue is not actually disputed under Grable,b,grable,grable-fqj,actually-disputed,Want federal forum for unsettled federal questions.,grable;disputed,false
fqj-014,fqj,4,'Disturbance of Congressional balance' under Grable looks at:,Constitutional avoidance,The Holmes rule places this within § 1331,All four Grable factors are not satisfied,Impact on federal docket and state-federal balance,d,grable,grable-fqj,balance,Floodgates concern; uniformity vs. federalism.,grable;balance,false
fqj-015,fqj,3,Osborn v. Bank of US held FQJ exists when:,The Holmes rule places this within § 1331,Federal ingredient is part of the case under Article III,All cases involve federal questions,States consent,b,osborn,,fqj-art3,Marshall's broad reading of Article III's federal-question scope.,osborn;article-iii,false
fqj-017,fqj,3,Textile Workers v. Lincoln Mills exemplifies:,Mottley's well-pleaded complaint rule bars federal jurisdiction,Anti-injunction,Protective jurisdiction or federal common-law authorization,Supplemental jurisdiction under § 1367(a) covers the state claim,c,lincoln-mills,,fqj-art3,§ 301 LMRA was held to authorize federal common law of labor contracts.,lincoln-mills;protective,false
fqj-018,fqj,3,Frankfurter's dissent in Lincoln Mills warned:,Erie required state law,Protective jurisdiction violates Article III,Diversity sufficed,Federal preemption was complete,b,lincoln-mills,,fqj-art3,Frankfurter feared end-runs around legislative process via jurisdictional grants.,lincoln-mills;protective,false
fqj-020,fqj,2,§ 1331 codifies which interpretation of arising-under?,Narrower than Article III,No interpretation,Broader than Article III,Identical to Article III,a,mottley,,statutory-grant,"§ 1331 is read narrowly: well-pleaded complaint rule applies, unlike Article III.",section-1331;wpc,false
fqj-021,fqj,3,'Protective jurisdiction' is the idea that:,States are protected from federal courts,Supplemental jurisdiction under § 1367(a) covers the state claim,Federal interests preempt,Congress can grant FQJ over state-law cases involving regulated industries,d,lincoln-mills,,fqj-art3,Controversial doctrine endorsed in dicta but not clearly adopted.,protective-jurisdiction,false
fqj-022,fqj,3,Red Cross's 'sue and be sued' clause was held to confer FQJ because:,It explicitly mentioned federal courts,Owen v. Kroger forbids destruction of complete diversity,Shoshone Mining defeats FQJ even though federal law creates the claim,Complete preemption permits removal despite the well-pleaded complaint,a,,,statutory-grant,American Red Cross v. SG (5-4) read 'federal courts' as a separate jurisdictional grant.,red-cross;sue-and-be-sued,false
fqj-025,fqj,3,A plaintiff cannot create FQJ by:,Naming a federal defendant,Filing in federal court,Anticipating a federal defense,Pleading a federal claim,c,mottley,mottley-wpc,well-pleaded,Mottley specifically rejected this maneuver.,mottley;anticipation,false
fqj-028,fqj,3,§ 1367(b) limits supplemental jurisdiction in:,Federal-question cases only,Diversity cases against parties joined under FRCP rules that would destroy diversity,Verlinden-style protective jurisdiction is unavailable,The federal question is insubstantial under Bell v. Hood,b,kroger,sec1367,supplemental,Codifies Owen v. Kroger limit.,section-1367;diversity,false
fqj-034,fqj,3,A plaintiff in federal court who omits a closely related state claim:,Files in state court,Can always refile,Risks res judicata barring it later,Has automatic supplemental,c,gibbs,,supplemental,Strategic risk: claim splitting risks preclusion.,gibbs;preclusion,false
fqj-035,fqj,3,Gibbs's discretionary factors include:,Complete diversity is destroyed by the joinder,Federal preemption,Complete preemption permits removal despite the well-pleaded complaint,"Judicial economy, convenience, fairness, comity",d,gibbs,gibbs-supp,supplemental,Gibbs discretionary test now in § 1367(c).,gibbs;factors,false
fqj-036,fqj,4,'Hypo: Federal claim dismissed at pleading; state claims remain.' Most likely:,Remand to state court,Supplemental jurisdiction under § 1367(a) covers the state claim,Mandatory retention,District court declines supplemental under § 1367(c),d,,sec1367,supplemental,Common practice: remand or dismiss without prejudice when federal anchor is gone.,hypo;section-1367,false
fqj-037,fqj,3,Removal under 28 U.S.C. § 1441 requires:,State court permission,Defendant consent only,Original federal jurisdiction in the case,Plaintiff agreement,c,,,removal,Removal generally requires the case have been originally filed in federal court.,removal;section-1441,false
fqj-038,fqj,3,The 'well-pleaded complaint' rule applies to:,Owen v. Kroger forbids destruction of complete diversity,Complete diversity is destroyed by the joinder,Diversity removal,Federal-question removal,d,mottley,mottley-wpc,removal,Federal-question removal under § 1441 incorporates the WPC rule.,removal;wpc,false
fqj-041,fqj,2,The amount-in-controversy threshold for diversity is:,"$75,000",All four Grable factors are not satisfied,Complete preemption permits removal despite the well-pleaded complaint,The federal question is insubstantial under Bell v. Hood,a,,,diversity,§ 1332(a) threshold.,diversity;amount,false
fqj-043,fqj,3,'Substantial' under Grable looks at:,Federal issue's importance to system as a whole,Plaintiff's harm,The Holmes rule places this within § 1331,Complete preemption permits removal despite the well-pleaded complaint,a,grable,grable-fqj,substantial,"Importance to federal interests in uniformity, esp. against the government.",grable;substantial,false
fqj-044,fqj,3,Empire HealthChoice v. McVeigh refused FQJ because:,Federal preemption,Mottley's well-pleaded complaint rule bars federal jurisdiction,§ 1367(b) bars supplemental jurisdiction in this diversity posture,State contract claim with merely background federal element,d,,,embedded-fq,Modern Grable application: not all federal interests are substantial.,empire;substantial,false
fqj-045,fqj,4,'Hypo: Plaintiff sues in state court alleging federal claim plus state claims.' Defendant's removal options:,Cannot remove if state claims dominate,Remove under § 1441 if federal claim is well pleaded,Cannot remove diversity cases,Cannot remove FELA,b,mottley,,removal,§ 1441 permits removal when there is a well-pleaded federal claim.,hypo;removal,false
fqj-049,fqj,3,A corporation's PPB after Hertz v. Friend is:,Its 'nerve center',State of largest employee count,Owen v. Kroger forbids destruction of complete diversity,State of incorporation,a,,,diversity,Hertz: nerve center test for PPB.,diversity;hertz;ppb,false
fqj-050,fqj,3,'Federal officer removal' is governed by:,§ 1442,Complete preemption permits removal despite the well-pleaded complaint,Owen v. Kroger forbids destruction of complete diversity,Supplemental jurisdiction under § 1367(a) covers the state claim,a,,,removal,§ 1442 allows removal by federal officers sued for acts under color of office.,section-1442;federal-officer,false
fqj-051,fqj,3,'Constitutional Article III FQJ' under Osborn requires:,The federal question is insubstantial under Bell v. Hood,The Holmes rule places this within § 1331,Mottley well-pleaded complaint,A federal ingredient that may be the basis for relief,d,osborn,,fqj-art3,Marshall's Osborn dicta is much broader than § 1331.,osborn;article-iii,false
fqj-052,fqj,4,'Hypo: State-law tort case turns on whether federal regulation preempts.' FQJ analysis:,Likely no FQJ; federal-law defense doesn't satisfy WPC,Supplemental jurisdiction under § 1367(a) covers the state claim,Complete diversity is destroyed by the joinder,Mottley's well-pleaded complaint rule bars federal jurisdiction,a,mottley,mottley-wpc,well-pleaded,Preemption is a federal defense; doesn't supply FQJ on plaintiff's side.,hypo;preemption,false
